accepted,accepted_attempt,bifurcation_angle_deg,ellipsoid_a_mm,ellipsoid_b_mm,ellipsoid_c_mm,lad_backward_progress_ratio,lad_descending_segment_fraction,lad_inferior_displacement_mm,lad_length_mm,lad_max_resampled_turn_angle_deg,lad_obliquity_rad,lad_self_clearance_mm,lad_terminal_progress_fraction,lad_tortuosity,lcx_backward_progress_ratio,lcx_inferior_displacement_mm,lcx_length_mm,lcx_max_resampled_turn_angle_deg,lcx_obliquity_rad,lcx_self_clearance_mm,lcx_terminal_progress_fraction,lcx_to_lad_inferior_displacement_ratio,lcx_tortuosity,lmca_backward_progress_ratio,lmca_length_mm,lmca_max_resampled_turn_angle_deg,lmca_obliquity_rad,lmca_self_clearance_mm,lmca_terminal_progress_fraction,lmca_tortuosity,pair_lad_to_lcx_mm,pair_lmca_to_lad_mm,pair_lmca_to_lcx_mm,pca_baseline_case_id,pca_innovation_l2,pca_innovation_scale,seed,source_case_id,topology_lmca_lad_mm,topology_lmca_lcx_mm,trajectory_case_id,tree_directory,tree_id,vtk_path
True,3,65.70304268136775,52.06008229125159,35.796009166173704,62.084193285081284,0.022393165470855503,0.8227848101265823,77.45363141471746,147.09822615946368,28.76561618630003,2.0921420042737755,13.502021305087885,1.0,1.3604329663647332,-0.0,10.45975904984491,49.075693654269756,6.491599532682027,1.0652986222786376,4.880724139665117,1.0,0.1350454311669289,1.0312038106208115,-0.0,5.765901812865278,5.4986120748347265,0.0991901776864742,2.9684477937189673,1.0,1.016124785705306,10.14766423182056,11.959484887161604,4.18081644332526,2.label,3.715949975071386,0.04,20260822,2.label,0.0,0.0,2.label,tree_0001,tree_0001,tree_0001/vtk/synthetic_tree.vtm
True,1,100.16523415316088,59.607362363749495,36.49996290333936,81.28275763499775,-0.0,0.7215189873417721,67.71397662560796,133.70847542545053,19.895220646585305,2.2863840733221577,12.828239199620599,1.0,1.3799608417527895,0.060328346707525536,8.038035992044122,64.51668445121291,39.48638573589411,1.0229474285842912,5.467196546467594,0.847457627118644,0.11870571472248037,1.4481540610313564,-0.0,54.34966056858056,4.010376493553239,-0.8271862113738528,5.438150703255151,1.0,1.0496231483889873,10.856875174955352,7.5131068021654075,9.160257752578882,5.label,1.9624950070787064,0.04,20261831,5.label,0.0,0.0,5.label,tree_0002,tree_0002,tree_0002/vtk/synthetic_tree.vtm
True,1,96.31923641385076,56.09980077779285,33.49689960738342,49.88859032568712,0.07934334353587016,0.7468354430379747,54.12599925740477,145.5901090913187,26.580635508701366,1.714006271409758,13.347087746990972,1.0,1.5334415845694065,-0.0,8.609158102734947,67.24703083369047,8.284623920745894,1.0099051504990595,6.669622569634893,1.0,0.15905772125873796,1.1030866602612288,-0.0,14.024735740199526,1.7498947072577864,0.3675848469117226,3.009778501381188,1.0,1.0216106276898707,13.783921350562043,13.003462396202917,5.96202228585457,6.label,2.1939238729920425,0.04,20262840,6.label,0.0,0.0,6.label,tree_0003,tree_0003,tree_0003/vtk/synthetic_tree.vtm
True,2,172.91373758579732,56.93443976787066,34.571247356012336,116.92476688939188,-0.0,0.6075949367088608,44.28530872032651,171.11956748200612,35.25571616679081,-3.237646057857219,14.611566958171807,0.9322033898305084,1.5848156590738025,0.030097386300981174,0.30291032918224126,71.38216406235999,20.753615803337148,1.1969569117197096,6.589573283016688,0.8813559322033898,0.006839973298937587,1.3178244454648351,-0.0,33.56615843189861,22.602526392147162,0.2637723944370154,3.1503254851322415,1.0,1.3799863704281212,20.086012790053317,14.917106670804875,7.100979234590482,7.label,2.765653646968702,0.04,20263849,7.label,0.0,0.0,7.label,tree_0004,tree_0004,tree_0004/vtk/synthetic_tree.vtm
True,1,86.44797224704675,51.15986934063444,38.122687071943986,114.78305890364605,-0.0,1.0,65.3091811202681,82.939861741784,11.603871034805557,-0.4252150398553937,8.132060152785586,1.0,1.131614387769465,-0.0,-5.245053417378469,61.253346606380696,15.36151214082877,1.1200639409294604,5.88665061144274,1.0,-0.08031111900973929,1.1999142729983594,-0.0,11.49817344034215,3.4983467212034762,0.07835183215049625,2.994751805085004,1.0,1.0156333027461255,7.733002451592245,7.764998287417461,5.834973497576415,10.label,2.92531986016247,0.04,20264858,10.label,0.0,0.0,10.label,tree_0005,tree_0005,tree_0005/vtk/synthetic_tree.vtm
True,1,151.9826819859915,53.27246040526982,32.194816272100525,46.606846167578084,-0.0,0.810126582278481,57.11939719990576,116.7861027066001,49.40803979812271,1.6660881756672412,8.44211385571872,0.9322033898305084,1.4288959203999776,-0.0,-0.5177044992437309,39.57103888320688,18.36511605246606,0.8201246718032309,3.7853927981084166,1.0,-0.00906354976807397,1.1945228429033337,-0.0,25.395738611609847,6.685964590766804,-0.5578049233712721,3.0410544209713284,1.0,1.0822165665552246,12.407283310465619,11.079539683776598,2.7734755025616837,13.label,3.2493678554725904,0.04,20265867,13.label,0.0,0.0,13.label,tree_0006,tree_0006,tree_0006/vtk/synthetic_tree.vtm
True,1,102.55983925428082,41.78541011237983,34.93784967689961,68.05388185310474,-0.0,1.0,73.06292089968824,90.36400227285107,13.978284512837849,0.7062078451449769,8.708464709964868,1.0,1.16474566695252,-0.0,16.44637512021105,94.04638554495699,9.313293248297263,1.1270475103706563,9.233574125043187,1.0,0.22509879043559056,1.3324539457051892,-0.0,12.688222806072975,4.044975778361732,0.4806719888046164,2.991805762891188,1.0,1.0475599159022335,11.327878687407084,7.6945433171066515,8.070357235732756,18.label,2.5151420841706273,0.04,20266876,18.label,0.0,0.0,18.label,tree_0007,tree_0007,tree_0007/vtk/synthetic_tree.vtm
True,1,84.66829304021385,47.66341873838607,38.67427798409158,154.68818982481497,0.000910658253624918,0.9113924050632911,72.69479633202351,133.61109685045534,13.093374637081363,1.8745738964265095,12.72146477915913,1.0,1.2889292535754724,-0.0,7.200954002388806,54.12891036475217,13.61458419203361,0.9272251743594884,5.296245510777755,1.0,0.09905735163627719,1.1002138507492727,-0.0,5.597725954780586,8.228705214174353,0.11066818137459845,2.867620947399261,1.0,1.0349583478768285,10.44579542919055,10.559982759188417,4.505260177683834,28.label,1.7810389865598717,0.04,20267885,28.label,0.0,0.0,28.label,tree_0008,tree_0008,tree_0008/vtk/synthetic_tree.vtm
True,1,121.752413554188,63.10566835373234,35.37101328336344,77.05123326011193,-0.0,1.0,66.44294744660625,86.45176358352903,37.54220091978631,0.0949411168679607,7.164056851998846,1.0,1.2810657582232614,-0.0,38.54383851501363,96.78907314092027,27.367029281162562,0.8482308815429735,8.831048134772102,0.9491525423728814,0.58010428489777,1.4730471052787066,-0.0,14.307313409948213,7.576517536260144,0.5490159321393233,2.9220968792356845,1.0,1.0504116718157888,11.92790069550342,7.47089947541291,7.5356851070714495,29.label,1.6840121276126365,0.04,20268894,29.label,0.0,0.0,29.label,tree_0009,tree_0009,tree_0009/vtk/synthetic_tree.vtm
True,1,112.91417593111002,59.56030516067869,33.683228083776314,176.0288751547734,-0.0,1.0,82.11893116161399,128.90739528684412,36.31093628695237,-4.045403460336901,11.805647054745123,1.0,1.2618330196035807,-0.0,25.78424167280557,102.02411278841362,22.908452095316264,1.2675357983053082,9.244915637218579,0.9830508474576272,0.31398657176943706,1.3836984736712077,-0.0,7.356549623172629,4.685011253474983,0.25756005927329584,2.9883559815090472,1.0,1.0062448577155796,15.40030023786793,11.01827776697449,8.754132628416537,37.label,3.536937880540492,0.04,20269903,37.label,0.0,0.0,37.label,tree_0010,tree_0010,tree_0010/vtk/synthetic_tree.vtm
