accepted,accepted_attempt,bifurcation_angle_deg,ellipsoid_a_mm,ellipsoid_b_mm,ellipsoid_c_mm,lad_backward_progress_ratio,lad_descending_segment_fraction,lad_inferior_displacement_mm,lad_length_mm,lad_max_resampled_turn_angle_deg,lad_obliquity_rad,lad_self_clearance_mm,lad_terminal_progress_fraction,lad_tortuosity,lcx_backward_progress_ratio,lcx_inferior_displacement_mm,lcx_length_mm,lcx_max_resampled_turn_angle_deg,lcx_obliquity_rad,lcx_self_clearance_mm,lcx_terminal_progress_fraction,lcx_to_lad_inferior_displacement_ratio,lcx_tortuosity,lmca_backward_progress_ratio,lmca_length_mm,lmca_max_resampled_turn_angle_deg,lmca_obliquity_rad,lmca_self_clearance_mm,lmca_terminal_progress_fraction,lmca_tortuosity,pair_lad_to_lcx_mm,pair_lmca_to_lad_mm,pair_lmca_to_lcx_mm,pca_baseline_case_id,pca_innovation_l2,pca_innovation_scale,seed,source_case_id,topology_lmca_lad_mm,topology_lmca_lcx_mm,trajectory_case_id,tree_directory,tree_id,vtk_path
True,1,112.61008429773543,59.56030516067869,33.683228083776314,176.0288751547734,-0.0,1.0,82.11893116161399,126.54421559596943,21.601996684002714,-4.045403460336901,11.849288764631217,1.0,1.2387006139059333,-0.0,25.78424167280557,102.00460659394328,23.173130537464,1.2675357983053082,9.263354073172428,0.9830508474576272,0.31398657176943706,1.3834339215885865,-0.0,7.376962361237296,2.083507690702619,0.25756005927329584,2.997059137199051,1.0,1.0090369564251112,14.972086694943387,10.557099695769416,8.679797855842379,37.label,8.040255123577664,0.08,20260817,37.label,0.0,0.0,37.label,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0001,tree_0001,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0001\vtk\synthetic_tree.vtm
True,11,58.88464707625017,52.07637577337427,36.042159988782885,49.277479996554845,0.005856907648267997,0.7468354430379747,61.07382661078579,143.02698800844504,38.743923004474546,-3.9426956311269077,12.08182455141263,1.0,1.4494669325691445,-0.0,36.29025317473142,95.32627809696528,47.192244846276274,1.4354862607456047,7.814289074842141,1.0,0.594203035712887,1.297491382000017,-0.0,7.525133682405878,5.7607593781123505,0.20547060980495996,2.9548405787832546,1.0,1.0238420715598093,8.798356054493201,10.507989796548452,8.711915576861042,49.label,3.6933833536317127,0.08,20261826,49.label,0.0,0.0,49.label,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0002,tree_0002,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0002\vtk\synthetic_tree.vtm
True,1,126.37495798273268,59.783669837900476,32.005464413313966,63.52519595543059,0.009071468629981653,0.9113924050632911,82.84267186432236,141.9296790610869,10.450521167246992,-3.989012731202288,13.67773922618971,1.0,1.3014829528498433,-0.0,25.679878155953254,100.95261608519763,10.310570258753062,1.428304736083673,9.897961304065133,1.0,0.3099837025779554,1.315963583295325,-0.0,7.038685993858895,4.398584357447438,0.13928653565893476,2.9544832013217066,1.0,1.0161936452961295,16.519946120412786,12.04425692189191,7.590183893718997,102.label,4.193717578675105,0.08,20262835,102.label,0.0,0.0,102.label,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0003,tree_0003,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0003\vtk\synthetic_tree.vtm
True,1,71.65563614592524,62.93365622987147,37.55009124127258,111.69465591267816,-0.0,0.7341772151898734,42.271886068140546,112.98347203267502,26.566370832014968,1.1595450169361288,9.988026651483608,1.0,1.306425123464377,-0.0,16.547077844303633,71.79141410906436,20.917931154617378,0.7353868243913861,6.778461139362603,1.0,0.39144403960661756,1.1278410141835544,-0.0,39.70487863909145,3.651027091643734,0.8315780787894617,3.967939209465806,1.0,1.0818601523569271,8.284573257475515,12.787787868619013,7.991510983060388,113.label,7.39765570042599,0.08,20263844,113.label,0.0,0.0,113.label,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0004,tree_0004,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0004\vtk\synthetic_tree.vtm
True,1,110.16103126091218,57.97728682658865,36.10908172626179,121.2189259166755,-0.0,1.0,66.81430830477585,98.23326262362714,22.421692102292344,-2.5706730317438646,9.557349027310652,1.0,1.177185778966867,-0.0,-31.098345214271703,73.12483212753438,26.099060058947387,1.0550409449781968,6.806564881937298,1.0,-0.46544439362322654,1.2354631203542872,-0.0,13.936884806141542,1.5933714394221974,0.3040929211319202,2.999204500319409,1.0,1.0337385408814843,10.871073167455384,8.552400979339009,6.085311694424634,133.label,5.070211299355794,0.08,20264853,133.label,0.0,0.0,133.label,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0005,tree_0005,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0005\vtk\synthetic_tree.vtm
True,72,50.40125443116246,49.6527447333199,33.97276195641031,113.10477000298124,0.015158698421199284,0.8227848101265823,59.49388629827818,135.4000815600454,34.902105031397454,-4.005095227740179,11.684505379644783,1.0,1.4799138725784404,-0.0,-1.570456201416202,78.76716002269806,42.094972255756566,1.231730856624585,6.039454314332474,1.0,-0.02639693419156672,1.2899444132886626,-0.0,14.160257030427704,2.2484276512475723,0.3239855910766802,3.0369044095132303,1.0,1.0240142464340762,9.330118078365512,12.794014381595357,7.4706932608913785,189.label,3.012843261405865,0.08,20265862,189.label,0.0,0.0,189.label,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0006,tree_0006,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0006\vtk\synthetic_tree.vtm
True,4,112.57932545449854,59.56030516067869,33.683228083776314,176.0288751547734,-0.0,1.0,82.11893116161399,127.45041007875443,35.42011360105665,-4.045403460336901,11.76435792690298,1.0,1.2475710601515988,-0.0,25.78424167280557,102.08376690994737,22.64304685846913,1.2675357983053082,9.278962413602262,1.0,0.31398657176943706,1.3845075306152816,-0.0,7.377791158712488,1.8183675719541714,0.25756005927329584,2.9888079574029014,1.0,1.0091503211463757,15.099221654018558,10.708381465372831,8.713841682489784,37.label,9.862088579852124,0.08,20266871,37.label,0.0,0.0,37.label,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0007,tree_0007,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0007\vtk\synthetic_tree.vtm
True,99,58.85783188276889,52.07637577337427,36.042159988782885,49.277479996554845,0.006069307827713471,0.7468354430379747,61.07382661078579,143.13425556353718,39.31055621724875,-3.9426956311269077,12.196317341392135,1.0,1.4505540055489263,-0.0,36.29025317473142,95.4298451691661,47.98145362898,1.4354862607456047,7.8062764582431186,1.0,0.594203035712887,1.298901039298321,-0.0,7.524608491326135,5.778943666801091,0.20547060980495996,2.9530135803274096,1.0,1.0237706159889528,8.802210562306135,10.506250313233991,8.72588598862213,49.label,5.418803975427819,0.08,20267880,49.label,0.0,0.0,49.label,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0008,tree_0008,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0008\vtk\synthetic_tree.vtm
True,3,125.0236333226944,59.783669837900476,32.005464413313966,63.52519595543059,0.012556681138526881,0.9113924050632911,82.84267186432236,142.6893284548267,12.737449354485074,-3.989012731202288,13.868859824693564,1.0,1.3084488724702883,-0.0,25.679878155953254,101.08034416518487,10.590501494444249,1.428304736083673,9.880214978463822,1.0,0.3099837025779554,1.3176285773127714,-0.0,7.045937715206185,4.994579583871371,0.13928653565893476,2.9564838960348903,1.0,1.017240595416792,16.49270297889356,12.137764145213302,7.600251779296372,102.label,6.25758426561284,0.08,20268889,102.label,0.0,0.0,102.label,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0009,tree_0009,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0009\vtk\synthetic_tree.vtm
True,1,70.22887140257413,62.93365622987147,37.55009124127258,111.69465591267816,-0.0,0.759493670886076,42.271886068140546,107.46340080402479,21.581146455325715,1.1595450169361288,9.94326573011558,1.0,1.2425966748720383,-0.0,16.547077844303633,71.84823827985305,19.29241442987634,0.7353868243913861,6.950148916520155,1.0,0.39144403960661756,1.128733720243294,-0.0,39.72371236910198,3.698067507203394,0.8315780787894617,3.9700707991273583,1.0,1.0823733251134504,7.500116372919301,12.116152112601922,7.753964628490695,113.label,8.994385683287165,0.08,20269898,113.label,0.0,0.0,113.label,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0010,tree_0010,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0010\vtk\synthetic_tree.vtm
True,1,109.47472993806159,57.97728682658865,36.10908172626179,121.2189259166755,-0.0,1.0,66.81430830477585,98.59726056629495,21.320778953197422,-2.5706730317438646,9.55927294341863,1.0,1.181547776015906,-0.0,-31.098345214271703,73.00383060483341,25.513629698592062,1.0550409449781968,6.8097911831468645,1.0,-0.46544439362322654,1.2334187680535116,-0.0,13.939528912676373,1.8458448782715737,0.3040929211319202,2.997430709854429,1.0,1.0339346618130463,10.847175280429614,8.589418864354949,6.0767055137493875,133.label,3.7236426919485264,0.08,20270907,133.label,0.0,0.0,133.label,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0011,tree_0011,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0011\vtk\synthetic_tree.vtm
True,50,50.77241283535985,49.6527447333199,33.97276195641031,113.10477000298124,0.014383293123091981,0.8227848101265823,59.49388629827818,135.37157592497474,33.31318569285531,-4.005095227740179,11.531962208595496,1.0,1.4796023078858518,-0.0,-1.570456201416202,78.82685217001395,42.04981834682026,1.231730856624585,6.015907556572419,1.0,-0.02639693419156672,1.290921972361824,-0.0,14.162817088197858,2.2415079061125294,0.3239855910766802,3.0499594626846354,1.0,1.0241993797704767,9.332237870224532,12.738794918352133,7.459717892637797,189.label,4.0309325473134425,0.08,20271916,189.label,0.0,0.0,189.label,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0012,tree_0012,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0012\vtk\synthetic_tree.vtm
True,1,112.05556068862546,59.56030516067869,33.683228083776314,176.0288751547734,-0.0,1.0,82.11893116161399,128.86485719185322,23.16291701654701,-4.045403460336901,11.941963069429244,1.0,1.2614166278773253,-0.0,25.78424167280557,102.22520012332433,23.934343387891495,1.2675357983053082,9.280443779304866,0.9830508474576272,0.31398657176943706,1.3864257136420919,-0.0,7.3908593852688345,3.272929878019983,0.25756005927329584,2.9860146085278396,1.0,1.0109378215977238,15.397614992947414,11.0689249429559,8.808969433405247,37.label,5.634846970459838,0.08,20272925,37.label,0.0,0.0,37.label,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0013,tree_0013,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0013\vtk\synthetic_tree.vtm
True,22,59.164671961703064,52.07637577337427,36.042159988782885,49.277479996554845,0.005796807125288558,0.7468354430379747,61.07382661078579,143.24438597343268,36.284876082659565,-3.9426956311269077,12.244443782614255,1.0,1.4516700913285165,-0.0,36.29025317473142,95.14986544280977,47.89724367185842,1.4354862607456047,7.68777644636723,1.0,0.594203035712887,1.295090219350934,-0.0,7.523465437581548,5.592962011632157,0.20547060980495996,2.9252865065356546,1.0,1.0236150962914756,8.87769081298916,10.588608268208553,8.7286658031818,49.label,6.053923730202997,0.08,20273934,49.label,0.0,0.0,49.label,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0014,tree_0014,C:\Internship\vessel_tree_generator\outputs\lca_ssm\person2_population_cohort\tree_0014\vtk\synthetic_tree.vtm
